line_no,work_shift,worker_years,work_min,temp_c,humid_percent,gauge_a,gauge_b,gauge_c,is_defect
1호기,낮,15,23.5,20.7,35.4,84.01,184.94,51.65,0
2호기,낮,12,25.7,24.9,50.6,103.34,191.88,46.66,0
1호기,밤,9,33.4,22.4,33.8,97.85,208.43,43.61,0
3호기,밤,0,31.2,21.0,55.6,110.81,169.63,48.59,0
1호기,낮,3,35.0,20.0,60.4,99.48,219.71,50.13,0
3호기,밤,9,30.3,28.5,51.2,102.59,200.28,43.87,0
2호기,낮,11,27.2,26.8,49.8,84.88,172.41,44.70,0
2호기,밤,4,34.0,26.9,47.8,100.73,230.10,46.42,0
2호기,밤,9,35.2,23.4,55.2,101.88,148.16,56.36,0
3호기,밤,14,24.7,22.0,45.8,94.39,185.12,48.01,0
2호기,낮,15,30.5,21.5,35.8,90.19,218.16,47.28,0
1호기,밤,7,35.4,23.7,49.2,111.87,204.91,58.25,0
1호기,밤,2,33.5,27.1,37.4,98.17,211.45,41.62,0
2호기,낮,10,22.8,23.2,56.3,87.92,190.82,47.89,0
2호기,낮,3,31.5,20.3,43.1,87.92,206.70,39.37,0
2호기,낮,7,28.0,27.0,48.7,105.09,219.12,48.82,0
3호기,밤,11,32.6,22.7,59.6,87.63,203.96,51.29,0
3호기,낮,11,25.8,23.2,50.0,99.27,182.95,37.46,0
1호기,낮,4,33.0,17.3,47.7,86.61,192.68,51.90,0
1호기,밤,,33.4,28.6,64.2,91.24,181.30,49.45,0
3호기,낮,10,31.6,21.1,66.1,103.86,185.99,48.03,0
2호기,낮,11,28.4,23.1,65.8,109.86,198.17,49.92,0
1호기,낮,,31.2,25.0,42.1,117.40,179.77,57.99,0
3호기,밤,4,29.9,18.4,45.4,108.35,180.40,55.25,0
3호기,밤,6,29.2,26.5,54.6,108.64,208.69,51.66,0
2호기,밤,7,31.2,27.1,36.2,105.82,222.06,52.60,0
3호기,낮,5,34.8,23.5,36.3,101.70,184.11,49.18,0
1호기,밤,8,26.9,21.9,44.9,90.51,225.08,51.47,0
3호기,밤,1,32.2,25.8,69.0,86.72,148.56,50.24,0
1호기,낮,6,30.0,27.0,36.7,90.00,172.62,49.83,0
2호기,낮,8,33.0,25.1,37.5,95.61,189.13,58.84,0
3호기,밤,11,35.0,24.6,69.7,90.47,195.53,51.30,0
3호기,낮,3,26.1,26.2,51.8,81.65,202.87,48.49,0
2호기,밤,5,34.0,24.5,46.5,90.96,171.45,48.96,0
3호기,밤,7,33.0,20.8,64.7,111.58,218.24,45.41,0
1호기,밤,11,23.4,21.1,61.1,95.14,178.38,58.05,0
2호기,밤,16,32.5,25.2,40.7,108.92,188.06,54.53,0
1호기,밤,14,28.9,27.9,73.5,113.84,186.75,49.94,0
2호기,밤,4,38.0,22.6,44.5,88.34,216.01,39.57,0
2호기,낮,16,38.9,28.0,47.3,82.88,195.08,50.94,0
1호기,낮,7,32.0,24.2,58.3,93.00,202.89,52.42,0
2호기,낮,7,31.1,24.0,48.1,74.87,213.10,42.72,0
1호기,낮,4,29.1,21.7,51.5,106.68,194.07,59.42,0
2호기,낮,15,35.7,24.3,49.2,73.71,176.82,48.21,0
1호기,낮,0,27.2,21.0,33.1,104.52,185.13,52.35,0
1호기,밤,9,31.6,22.6,53.8,107.55,191.35,49.74,0
1호기,밤,2,31.2,27.1,45.9,115.44,188.35,50.03,0
2호기,낮,7,23.9,23.7,47.5,101.84,196.08,46.87,0
2호기,낮,5,37.1,24.7,44.1,106.01,244.56,46.78,0
3호기,밤,3,30.8,25.6,43.3,83.12,175.92,50.66,0
2호기,낮,4,34.0,26.4,43.0,108.90,192.19,50.01,0
3호기,밤,13,18.7,27.6,62.6,87.73,194.05,54.51,1
3호기,밤,3,24.4,24.6,55.3,98.45,188.11,55.46,0
2호기,낮,7,29.5,24.9,54.5,108.86,195.29,48.44,0
3호기,낮,5,42.4,16.9,50.3,108.81,172.58,42.61,0
1호기,낮,9,25.1,20.6,47.4,122.63,177.89,47.66,0
2호기,밤,16,,22.7,47.9,90.58,181.02,45.51,0
1호기,낮,9,28.9,28.3,62.2,97.55,222.94,48.58,0
1호기,밤,8,30.7,27.0,48.3,102.51,204.01,52.35,0
1호기,밤,12,32.0,24.5,57.6,78.82,191.14,47.25,0
2호기,밤,9,31.3,24.5,64.7,101.29,198.22,50.02,0
3호기,밤,10,35.1,23.2,38.2,90.35,218.90,52.01,0
2호기,낮,7,22.7,23.8,51.7,105.45,178.02,43.52,0
3호기,낮,9,36.1,26.3,48.3,109.56,204.93,40.18,0
2호기,낮,2,20.3,25.6,36.1,100.86,209.33,52.85,0
1호기,낮,12,26.3,24.5,43.5,104.29,172.51,51.00,0
2호기,낮,7,31.4,32.6,58.2,89.97,187.96,49.23,0
2호기,밤,6,23.7,20.7,54.3,97.75,203.59,51.01,0
3호기,밤,11,34.1,22.2,33.9,122.16,163.47,43.18,0
2호기,밤,3,29.4,23.1,45.2,100.18,189.34,50.23,0
3호기,낮,7,24.2,26.9,49.9,91.03,197.82,43.79,0
1호기,밤,11,36.6,21.0,53.5,86.33,183.44,43.86,0
3호기,밤,13,22.7,24.0,42.5,95.54,224.77,45.59,0
2호기,밤,5,36.1,23.3,59.8,106.26,241.04,51.81,0
2호기,밤,3,34.9,24.8,37.7,105.68,184.11,47.51,0
1호기,낮,3,18.6,22.8,45.8,106.96,171.34,45.95,0
2호기,밤,13,21.4,23.2,51.8,98.29,172.26,44.56,0
1호기,밤,15,26.2,24.1,34.7,102.73,215.87,39.37,0
2호기,낮,12,26.7,25.1,51.6,89.36,179.95,42.70,0
3호기,밤,9,24.5,23.8,52.2,105.49,224.43,53.53,0
2호기,밤,14,31.1,22.9,62.6,110.66,174.03,47.01,0
1호기,밤,1,25.3,23.0,53.8,81.69,221.03,45.83,0
3호기,밤,12,26.6,25.2,42.4,91.95,170.96,49.49,0
1호기,밤,14,29.4,27.9,58.6,103.81,184.56,49.22,0
2호기,낮,,27.1,28.7,51.8,108.18,183.51,48.03,0
1호기,밤,5,29.8,18.3,55.0,101.61,210.39,49.18,0
1호기,밤,14,28.0,24.3,56.6,85.60,242.79,38.03,0
2호기,밤,15,30.5,30.2,54.5,76.93,188.51,45.53,0
3호기,낮,5,27.7,24.3,56.3,99.95,211.44,42.90,0
2호기,밤,2,23.2,24.3,48.6,115.04,214.20,56.39,0
1호기,밤,9,27.9,24.2,61.3,91.59,185.28,48.35,0
2호기,밤,4,28.5,32.7,64.1,84.61,186.39,48.48,1
1호기,밤,7,27.0,24.1,44.3,92.68,176.06,43.65,0
3호기,낮,14,29.1,21.1,69.9,89.97,179.57,44.94,0
3호기,밤,9,26.7,28.7,58.0,99.60,204.65,54.17,0
3호기,밤,3,32.0,31.3,44.3,91.31,199.50,45.19,0
3호기,밤,14,27.0,22.7,63.5,89.15,218.93,55.47,0
1호기,밤,16,30.4,22.8,67.3,120.07,191.17,54.71,0
1호기,낮,5,24.1,26.5,42.6,109.62,194.05,49.42,0
3호기,밤,7,34.2,22.2,63.7,99.50,216.20,49.45,0
1호기,밤,15,25.1,20.2,69.2,88.81,213.27,57.16,0
2호기,낮,16,33.3,28.3,50.6,94.11,187.73,47.70,0
2호기,낮,6,33.0,32.1,46.9,115.25,208.13,44.42,0
1호기,낮,16,24.2,22.1,55.3,93.69,234.47,48.97,0
2호기,낮,0,36.5,26.3,51.7,89.70,184.98,47.17,0
3호기,밤,16,30.0,26.9,46.6,98.88,207.19,61.31,0
3호기,낮,1,23.5,32.9,46.4,116.41,225.63,43.66,1
3호기,밤,0,31.1,21.0,28.5,97.93,208.68,52.98,0
2호기,낮,7,30.1,23.7,44.3,100.91,225.02,54.60,0
2호기,낮,5,41.3,23.8,66.0,106.80,219.82,51.60,0
3호기,밤,11,26.7,23.5,51.3,107.97,207.13,47.59,0
1호기,밤,16,30.2,22.7,50.6,99.38,191.67,44.59,0
1호기,낮,6,27.5,26.2,50.8,94.21,189.92,44.32,0
2호기,밤,2,29.8,24.8,45.5,99.88,205.31,49.74,0
1호기,낮,9,31.1,27.0,55.0,97.89,212.85,44.61,0
3호기,낮,3,27.3,25.8,52.1,102.01,209.41,42.04,0
1호기,낮,9,33.5,30.9,42.9,109.52,199.83,44.35,0
1호기,낮,1,31.9,22.9,51.6,92.63,206.02,40.37,0
3호기,낮,8,29.2,24.3,57.5,109.25,200.84,62.29,0
2호기,낮,7,26.4,28.0,54.6,97.58,214.72,50.48,0
2호기,낮,3,37.5,21.7,34.9,109.71,222.34,36.45,0
1호기,낮,15,37.4,22.1,34.0,102.54,199.11,43.51,0
1호기,밤,10,28.5,21.9,27.2,121.13,176.56,44.83,0
1호기,밤,12,30.0,22.8,38.6,116.02,223.74,48.85,0
2호기,밤,3,,29.8,57.1,72.08,213.94,47.01,0
1호기,낮,9,29.8,21.8,57.2,93.45,216.95,54.54,0
1호기,낮,8,28.3,24.8,53.4,87.56,217.54,46.10,0
1호기,낮,15,36.3,26.3,38.3,95.06,171.70,52.23,0
2호기,밤,15,33.9,27.5,45.3,102.81,207.76,45.27,0
2호기,낮,8,34.6,20.8,43.1,100.67,183.17,48.80,0
2호기,밤,5,28.1,30.7,48.8,112.59,193.63,55.82,0
2호기,낮,9,,27.2,54.6,95.59,166.09,57.16,0
3호기,낮,15,28.2,23.8,47.5,124.29,219.58,51.16,0
2호기,낮,7,21.3,25.8,43.7,102.39,195.88,64.12,0
2호기,낮,0,23.5,24.5,64.4,94.31,214.76,57.20,0
1호기,낮,1,26.2,23.1,40.7,93.96,195.92,42.45,0
3호기,밤,13,27.4,24.4,36.8,94.18,202.02,47.53,0
2호기,낮,1,28.3,25.4,54.2,95.17,180.76,50.88,0
1호기,낮,3,,30.1,47.5,109.52,205.51,34.71,0
1호기,낮,6,24.5,22.2,62.0,96.95,255.25,52.62,0
1호기,낮,,35.3,26.4,57.2,113.84,186.49,46.50,0
1호기,밤,15,28.3,24.3,57.0,110.07,193.99,50.75,0
2호기,낮,16,35.8,26.5,42.7,102.49,207.03,50.72,0
2호기,낮,14,30.7,19.3,34.0,97.89,199.37,55.04,0
1호기,낮,6,34.8,20.2,51.1,104.91,177.67,48.65,0
3호기,밤,8,27.7,23.0,45.2,88.09,202.12,47.30,0
1호기,낮,11,28.9,26.3,40.6,99.06,189.62,45.56,0
3호기,밤,10,29.8,23.0,45.7,115.87,211.19,53.19,0
2호기,밤,8,33.6,22.7,67.0,108.74,206.03,49.08,0
1호기,밤,2,25.9,24.6,48.9,99.26,223.40,50.19,0
3호기,낮,1,32.2,19.2,62.5,107.54,193.92,50.82,0
1호기,밤,3,29.1,19.1,48.6,99.82,196.15,49.77,0
2호기,밤,12,23.5,24.7,66.9,98.41,233.43,60.34,0
1호기,낮,7,29.4,26.4,44.1,106.15,210.56,49.89,0
1호기,낮,6,,21.4,75.9,93.73,210.30,49.97,0
1호기,밤,12,32.1,24.3,33.0,94.26,181.20,60.51,0
1호기,밤,13,23.6,25.7,54.6,90.83,234.56,56.21,0
3호기,낮,10,32.2,29.5,42.6,89.79,211.38,60.30,0
2호기,낮,2,23.3,25.0,50.0,101.65,196.91,43.93,0
1호기,낮,13,32.9,27.5,50.8,111.16,178.53,56.09,0
3호기,낮,16,36.8,26.8,65.8,96.26,220.26,49.22,0
3호기,낮,7,26.2,23.9,72.3,84.97,199.11,62.16,0
3호기,낮,7,32.9,21.7,54.7,87.79,209.32,51.68,0
1호기,밤,7,24.7,26.6,32.1,109.45,182.88,42.07,0
2호기,밤,9,29.2,25.1,61.5,107.12,205.66,46.42,0
2호기,낮,0,23.7,28.5,58.5,96.90,205.50,54.71,0
1호기,밤,12,34.6,29.5,52.6,103.87,198.97,53.27,0
3호기,밤,7,29.8,25.5,50.9,115.76,167.56,45.58,0
3호기,낮,12,34.6,23.8,46.3,107.76,192.95,50.13,0
1호기,밤,0,26.1,24.0,38.7,87.29,214.35,51.06,0
2호기,낮,13,20.2,23.9,56.9,87.84,224.92,50.21,0
3호기,낮,10,21.8,19.1,66.8,84.86,189.74,47.59,0
3호기,밤,10,28.0,26.7,49.6,111.38,212.47,53.84,0
3호기,밤,,30.3,19.8,39.8,101.48,187.29,56.32,0
3호기,낮,9,28.2,22.2,74.8,120.61,228.44,37.96,0
2호기,낮,2,32.1,23.2,66.0,115.18,200.43,48.38,0
2호기,밤,16,17.2,22.2,56.3,115.41,163.55,45.66,0
1호기,밤,13,28.3,23.7,47.3,109.19,213.94,48.65,0
3호기,낮,5,27.7,26.5,41.5,92.32,194.31,51.86,0
3호기,낮,4,24.7,26.7,58.8,94.60,204.92,50.43,0
3호기,밤,16,45.3,23.9,46.3,95.56,205.06,42.47,0
3호기,밤,10,23.5,19.8,55.0,100.42,220.68,53.17,0
2호기,낮,4,,23.6,48.5,111.97,202.03,52.79,0
1호기,낮,9,24.1,28.9,51.6,104.05,248.89,54.13,0
2호기,낮,5,35.0,25.9,48.1,98.52,229.89,55.56,0
2호기,밤,7,21.5,29.5,33.1,89.12,233.30,49.05,0
3호기,낮,3,33.4,30.3,52.4,105.70,178.12,46.38,0
2호기,낮,6,25.5,22.1,44.3,110.71,171.45,52.67,0
3호기,밤,7,33.0,24.6,37.3,79.71,201.50,43.87,0
3호기,낮,11,30.3,21.6,49.6,102.70,183.98,51.82,0
1호기,낮,,28.1,24.1,51.6,101.44,214.29,39.61,0
3호기,낮,6,33.6,21.5,57.3,100.85,186.56,52.85,0
1호기,밤,5,29.9,26.2,52.8,93.96,211.39,50.27,0
1호기,밤,2,38.6,28.4,55.2,82.82,221.70,50.95,0
1호기,밤,13,29.0,27.3,48.4,88.15,163.45,49.51,0
1호기,낮,12,28.5,23.0,45.0,89.99,222.00,46.02,0
1호기,밤,10,34.5,21.6,50.6,100.19,196.70,52.80,0
1호기,낮,15,34.0,21.2,30.3,99.29,182.27,45.00,0
2호기,낮,14,32.6,29.2,54.2,92.51,199.39,44.04,0
3호기,낮,2,38.8,29.4,52.8,98.18,176.72,44.32,0
1호기,밤,1,32.0,24.5,36.6,109.09,213.11,48.83,0
1호기,낮,12,37.5,26.2,60.2,112.60,185.95,56.51,0
1호기,밤,11,28.4,27.1,48.4,97.35,159.69,51.69,0
2호기,낮,9,34.3,19.2,55.5,116.42,202.94,43.90,0
1호기,밤,7,32.0,27.8,43.9,81.88,205.07,59.84,0
3호기,낮,12,28.7,19.8,63.8,113.70,183.62,54.81,0
2호기,밤,2,,23.0,53.6,105.39,214.53,47.18,0
1호기,낮,,39.2,26.1,47.9,112.19,143.52,50.86,0
1호기,낮,8,34.1,28.6,62.9,99.24,168.29,53.59,0
3호기,밤,8,32.1,22.6,60.5,102.22,134.79,53.94,0
1호기,낮,1,22.7,25.4,42.4,105.82,225.14,53.39,0
1호기,낮,7,23.1,23.1,59.2,89.53,208.20,47.43,0
3호기,낮,11,26.4,19.5,38.9,122.28,218.49,44.98,0
1호기,낮,16,21.6,24.5,52.2,99.83,168.43,52.22,0
2호기,낮,7,35.7,22.4,44.2,102.07,215.06,52.02,0
3호기,낮,7,30.2,22.6,43.8,93.75,217.29,38.33,0
2호기,낮,11,33.7,22.9,47.9,111.61,178.07,53.14,0
1호기,낮,6,,25.6,49.5,101.93,212.29,53.99,0
2호기,낮,3,33.2,21.1,49.3,117.11,202.84,46.67,0
2호기,낮,9,29.5,27.6,47.0,109.05,175.97,47.56,0
2호기,낮,16,26.4,18.9,35.4,83.92,187.33,46.66,0
1호기,낮,3,37.0,26.9,42.4,94.75,216.94,45.63,0
2호기,낮,12,31.4,30.4,48.0,91.64,189.80,61.95,0
1호기,밤,11,34.6,27.2,41.7,100.06,210.18,48.91,0
2호기,밤,10,37.0,24.8,49.2,100.16,180.52,46.34,0
3호기,밤,3,25.4,29.6,59.1,83.94,195.02,52.15,1
2호기,밤,9,32.4,28.4,49.8,90.78,209.82,49.24,0
2호기,밤,8,33.8,30.3,56.9,109.67,203.62,46.71,0
3호기,낮,4,27.3,24.5,58.3,98.26,184.16,47.67,0
1호기,밤,0,28.4,20.0,69.4,88.79,214.32,44.04,0
2호기,낮,11,,19.9,47.6,102.55,205.25,53.65,0
1호기,낮,14,31.3,21.6,60.9,102.46,203.93,47.72,0
2호기,낮,16,34.5,24.7,36.0,98.63,220.04,43.22,0
3호기,낮,3,26.2,26.4,40.4,101.82,173.75,55.74,0
3호기,밤,8,21.9,27.2,59.7,87.85,199.52,44.35,0
1호기,낮,2,37.8,17.7,51.2,98.18,211.23,51.97,0
1호기,밤,16,32.0,26.2,41.0,103.57,183.61,43.92,0
1호기,밤,6,,24.0,51.7,85.70,213.68,47.55,0
1호기,낮,8,30.6,23.5,45.2,97.82,208.98,48.64,0
1호기,밤,4,35.0,23.7,45.5,116.86,231.08,42.48,0
1호기,밤,16,32.4,30.2,56.6,103.98,147.51,43.69,0
1호기,낮,10,39.5,21.6,60.6,92.17,194.65,47.67,0
1호기,밤,3,31.3,25.0,28.7,100.77,218.38,45.17,0
3호기,낮,9,29.6,28.6,65.5,101.42,187.95,43.92,0
2호기,낮,11,27.8,23.8,56.4,102.52,220.07,40.20,0
2호기,밤,0,25.3,23.9,31.0,114.75,195.24,53.02,0
2호기,낮,13,25.3,22.0,52.3,116.10,176.64,42.28,0
3호기,밤,3,41.0,20.1,52.5,87.60,203.44,50.28,0
2호기,밤,10,31.8,28.4,43.2,96.86,200.86,51.00,0
2호기,밤,16,29.9,31.7,34.2,93.56,212.02,48.34,0
2호기,낮,0,32.1,25.8,41.6,100.65,183.96,63.53,0
3호기,밤,16,26.9,30.8,55.8,110.64,194.32,48.49,0
2호기,낮,11,31.0,25.7,49.9,110.20,155.13,51.74,0
3호기,밤,6,31.4,20.8,52.9,118.60,221.85,49.25,0
3호기,낮,7,29.3,24.2,63.2,88.46,202.70,49.11,0
1호기,밤,13,24.5,23.4,55.6,86.93,210.16,49.99,0
1호기,낮,15,27.9,20.4,47.9,93.99,217.20,52.64,0
3호기,낮,12,37.1,22.8,43.8,106.53,168.08,55.03,0
1호기,밤,2,30.3,25.5,65.9,101.96,174.12,42.68,0
3호기,밤,1,32.2,22.6,38.7,93.11,211.91,48.55,0
1호기,밤,13,30.4,22.0,37.1,109.33,183.30,54.86,0
3호기,밤,15,41.6,28.7,63.6,109.03,169.32,44.01,0
3호기,낮,16,35.1,31.4,55.8,96.54,191.50,48.73,0
2호기,낮,5,41.8,22.4,39.7,111.11,172.65,46.23,0
1호기,낮,6,29.9,22.6,57.6,103.47,173.65,46.90,0
3호기,밤,6,34.6,27.7,30.9,122.34,183.54,43.24,0
3호기,밤,0,46.1,29.2,36.9,107.82,184.35,45.05,0
1호기,낮,0,21.0,24.0,50.3,109.90,166.75,40.71,0
1호기,낮,1,31.4,20.8,50.4,101.98,199.91,52.61,0
2호기,낮,12,41.5,24.6,33.6,104.76,195.93,38.45,0
2호기,낮,16,37.4,27.9,35.1,108.17,193.05,50.30,0
2호기,밤,9,23.0,26.6,44.8,114.12,202.80,48.24,0
1호기,낮,2,22.1,23.4,47.0,100.17,183.15,40.38,0
3호기,밤,6,31.6,24.1,36.3,102.17,190.76,42.58,0
3호기,낮,5,29.3,18.5,50.7,89.23,197.48,41.99,0
3호기,낮,12,25.6,27.1,35.5,94.11,171.78,44.90,1
3호기,밤,15,34.2,26.2,47.3,98.43,181.66,44.07,0
2호기,밤,2,29.8,18.9,59.5,91.54,203.08,45.88,0
3호기,낮,12,23.2,24.3,43.7,105.50,196.94,56.46,0
3호기,낮,2,26.6,22.8,45.9,102.89,223.14,47.72,0
2호기,밤,15,27.9,31.7,63.1,105.13,169.62,57.39,0
2호기,낮,6,32.2,22.8,53.7,109.91,188.15,49.15,0
2호기,밤,11,32.6,23.9,45.0,104.90,187.91,47.50,0
3호기,밤,12,18.9,29.0,48.2,100.01,194.59,55.80,0
3호기,밤,9,33.2,25.4,36.7,97.88,172.36,51.31,0
1호기,밤,9,24.0,26.2,51.3,114.77,202.62,51.45,0
3호기,밤,7,25.7,18.8,34.0,83.52,196.67,55.07,0
2호기,밤,6,33.7,17.7,35.1,108.32,233.35,42.57,0
1호기,낮,10,31.0,20.1,52.7,98.11,179.62,50.57,0
3호기,밤,16,35.2,30.8,40.1,108.29,194.92,51.17,0
1호기,밤,0,28.6,31.4,53.1,95.95,213.67,53.52,0
3호기,낮,13,30.4,27.1,49.5,89.60,215.27,43.14,0
2호기,밤,3,,30.0,42.6,105.18,192.34,54.49,0
3호기,낮,5,40.9,32.3,35.6,106.48,208.51,54.41,0
2호기,낮,7,21.6,24.5,50.3,103.36,208.41,52.79,0
2호기,밤,5,35.9,26.3,39.2,90.46,219.43,54.55,0
1호기,낮,2,31.3,32.0,36.0,98.42,216.96,54.23,0
2호기,밤,12,27.2,25.9,38.0,88.02,200.40,51.74,0
3호기,낮,2,21.0,28.2,50.9,110.11,214.18,52.35,0
2호기,낮,10,27.8,28.6,59.6,108.79,192.95,53.01,0
3호기,밤,3,33.2,25.9,47.5,110.52,176.69,51.04,0
1호기,낮,16,38.9,23.9,50.2,113.39,232.69,53.84,0
3호기,밤,1,34.2,24.7,53.8,95.32,170.11,49.59,0
1호기,밤,8,32.3,17.2,51.5,89.84,201.62,58.73,0
3호기,밤,12,33.9,23.9,66.7,95.97,185.74,44.04,0
3호기,낮,6,32.1,26.9,47.7,105.26,202.52,47.00,0
1호기,밤,9,31.4,26.2,45.5,82.34,194.24,56.00,0
3호기,낮,10,29.4,25.8,52.3,118.33,202.73,47.35,0
2호기,낮,14,30.3,26.3,53.0,97.79,198.70,49.11,0
3호기,밤,10,25.0,25.4,49.4,96.02,230.11,46.94,0
1호기,낮,5,30.8,24.0,49.6,81.77,194.94,54.83,0
1호기,낮,8,39.9,23.6,46.8,73.72,175.06,50.40,0
1호기,밤,0,32.6,20.2,63.1,97.28,201.13,49.67,0
1호기,밤,6,30.5,25.6,39.2,91.28,199.54,49.64,0
3호기,밤,14,35.4,29.5,50.3,83.84,241.09,54.15,0
1호기,낮,6,34.9,18.1,47.1,77.22,221.50,48.68,0
3호기,낮,10,36.1,22.4,44.0,110.64,200.47,57.49,0
3호기,밤,16,21.7,26.3,44.3,95.56,190.87,52.21,0
1호기,밤,14,27.7,28.3,34.2,97.83,214.65,51.29,0
2호기,낮,8,37.7,23.5,55.3,103.52,166.33,49.04,0
3호기,밤,13,25.1,29.7,40.3,97.95,203.85,57.82,0
3호기,낮,6,25.4,26.7,36.7,98.20,191.64,52.24,0
3호기,밤,13,28.1,26.1,47.6,108.86,225.89,48.30,0
3호기,밤,8,27.0,25.6,44.7,99.03,204.78,51.99,0
3호기,밤,6,16.0,29.0,70.1,101.63,186.73,43.57,0
1호기,낮,1,30.7,24.9,50.4,97.94,231.11,50.63,0
1호기,낮,16,30.2,24.0,56.0,91.24,213.21,40.48,0
1호기,밤,15,30.6,27.0,66.4,113.13,230.07,47.52,0
3호기,낮,5,40.4,22.2,53.4,87.97,163.87,46.55,0
2호기,밤,8,31.2,24.8,38.1,93.57,191.69,48.88,0
1호기,밤,12,35.5,24.7,42.0,107.52,212.31,51.45,0
1호기,밤,2,36.3,22.2,43.0,78.09,222.00,54.61,0
1호기,낮,2,33.0,22.2,56.8,90.18,212.34,56.33,0
2호기,낮,10,33.6,23.0,64.0,120.24,195.49,43.97,0
1호기,낮,0,33.7,23.9,51.1,104.91,164.11,48.00,0
2호기,밤,11,30.4,23.3,46.3,104.44,219.73,53.73,0
1호기,낮,0,37.0,19.5,42.2,106.02,197.54,47.82,0
1호기,밤,12,32.9,22.9,61.7,87.39,219.89,46.21,0
2호기,낮,10,32.5,30.8,62.4,102.18,197.47,56.79,0
1호기,밤,11,24.0,24.2,41.6,93.12,198.40,55.89,0
2호기,낮,1,39.3,25.1,39.7,91.89,211.08,45.31,0
2호기,낮,12,33.3,25.7,55.1,107.98,220.73,50.05,0
3호기,밤,9,41.0,22.5,56.5,113.56,200.07,50.65,0
2호기,밤,1,28.9,22.9,44.2,92.41,204.83,45.37,0
3호기,낮,3,28.2,27.4,53.3,85.70,160.42,41.94,0
3호기,낮,4,35.2,24.7,62.5,89.45,185.73,42.49,0
1호기,낮,14,33.9,21.5,46.9,98.32,205.06,57.78,0
1호기,밤,9,35.3,21.2,41.6,100.55,228.56,50.12,0
2호기,낮,11,38.3,23.5,49.8,92.71,191.60,48.21,0
3호기,밤,15,19.1,21.6,47.5,125.83,205.84,51.10,0
3호기,밤,12,37.7,29.9,44.8,106.20,205.68,51.12,0
2호기,낮,5,27.9,24.7,39.1,94.06,210.31,46.51,0
3호기,밤,9,30.3,24.7,47.3,113.15,237.12,50.97,0
2호기,밤,13,26.1,24.4,41.8,125.18,173.66,47.66,0
3호기,밤,5,28.5,26.3,61.2,97.26,181.26,43.55,0
1호기,낮,16,26.8,27.7,69.2,90.06,233.35,48.31,0
2호기,밤,0,31.7,23.4,62.7,109.47,192.50,51.49,0
1호기,밤,15,29.3,28.6,48.6,100.67,190.49,45.53,0
2호기,낮,12,35.9,25.6,53.2,102.70,211.32,47.08,0
3호기,낮,9,39.0,23.3,38.5,83.57,180.13,50.41,0
3호기,밤,14,24.4,23.6,41.0,103.65,180.99,47.52,0
2호기,낮,8,27.7,27.4,32.2,88.93,210.07,53.23,0
3호기,낮,10,21.3,22.7,60.3,122.93,181.38,45.28,0
1호기,밤,14,26.0,28.2,53.9,94.46,199.92,41.44,0
1호기,밤,7,33.8,24.9,61.5,110.82,169.47,45.20,0
1호기,낮,16,26.7,26.6,35.2,123.49,201.82,59.57,0
1호기,밤,15,27.2,22.8,42.4,91.25,172.41,47.44,0
2호기,낮,10,27.8,24.4,43.1,84.06,179.13,49.29,0
2호기,낮,12,32.0,24.8,60.0,86.36,177.79,51.00,0
1호기,밤,5,33.5,26.2,57.7,93.81,211.67,64.50,0
1호기,밤,10,25.3,26.9,58.6,97.83,228.39,45.66,0
1호기,밤,6,19.9,22.4,56.9,93.06,203.49,50.56,0
2호기,밤,10,29.0,24.4,48.4,100.53,187.28,34.78,0
1호기,낮,1,24.2,20.6,48.4,102.53,190.03,43.25,0
1호기,낮,5,33.7,29.4,47.0,102.25,163.08,46.31,0
1호기,낮,14,29.9,29.7,47.3,106.91,205.92,48.48,0
1호기,밤,7,30.0,20.8,41.5,103.79,172.89,40.13,0
3호기,낮,14,33.9,22.7,34.1,96.95,184.88,52.57,0
2호기,밤,12,20.1,24.8,40.0,110.43,224.63,50.28,0
2호기,밤,2,29.2,24.9,42.6,97.86,200.66,53.98,0
1호기,밤,2,32.0,32.8,39.0,92.76,194.98,56.23,0
2호기,밤,2,27.2,23.4,46.7,96.51,219.87,50.87,0
1호기,낮,16,36.9,22.9,41.2,99.68,219.08,47.99,0
1호기,밤,16,28.7,21.9,39.1,92.96,213.37,51.82,0
3호기,밤,13,27.3,27.2,53.4,108.90,212.24,51.41,0
2호기,밤,,27.6,26.5,44.8,102.96,188.58,56.85,0
2호기,낮,6,32.8,24.6,53.3,103.21,203.06,45.78,0
2호기,밤,10,31.2,24.2,66.1,93.74,244.87,46.48,0
3호기,밤,6,33.2,19.9,45.1,99.71,217.88,47.44,0
1호기,낮,1,31.4,27.8,57.7,94.27,223.48,50.32,0
1호기,낮,15,29.7,29.9,57.9,96.03,191.43,47.68,0
2호기,밤,7,25.2,27.5,43.1,95.20,239.61,52.25,0
2호기,밤,14,36.0,21.6,43.1,103.45,206.29,44.16,0
2호기,밤,16,25.5,20.2,48.2,103.52,198.77,50.11,0
1호기,밤,2,34.1,25.6,73.2,104.52,199.67,53.12,0
2호기,낮,5,31.6,20.8,42.4,85.44,205.15,54.18,0
3호기,낮,,30.7,19.6,73.2,111.92,188.60,48.21,0
2호기,낮,10,28.9,30.1,60.7,105.05,207.95,50.57,0
1호기,낮,1,24.6,29.5,55.5,91.22,217.53,51.59,0
